MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Kişi,Ses Türü
-548.665,69.502335,37.11342,34.319298,9.132923,-3.288898,-11.263003,-11.1893425,-18.241488,-12.089546,2.4800212,-2.5356135,-7.846182,-4.419308,0.24897487,4.304464,-2.437026,-8.043888,-4.4237714,-2.6197886,-7.566633,-6.715005,-2.6269534,-3.5094655,-6.996856,-4.9957104,-3.8653257,-4.5285006,-1.4238963,2.1710103,1.3814518,3.3447132,2.4115014,3.5627239,2.250058,0.08515814,0.6331746,0.87652355,1.7682235,0.8334061,0.43998176,0.6318824,0.47910133,0.36446387,0.27139223,0.23170175,0.25676715,0.29217148,0.29449737,0.3008288,0.32828838,0.35932606,nazli,notr
-458.1112,99.15458,26.627596,12.236502,-18.374477,-24.214064,-6.5456667,13.463345,-21.258215,-16.915276,3.7144578,-13.33111,-16.851156,-11.225752,-9.880335,-1.9659111,-6.198309,-5.0893183,-1.0274149,2.7720308,-9.020162,0.9549559,-3.30047,1.2331754,-1.0964135,10.034276,4.9696693,7.7318735,3.6304667,5.0715456,2.529091,-3.766456,-0.7634601,0.65494305,-2.412652,-1.0958761,-2.7502382,-0.2197872,-2.6794755,-1.5145038,0.35178486,0.40927684,0.46459815,0.43382937,0.35342324,0.28556734,0.278366,0.28453255,0.3125968,0.32568327,0.3223757,0.3137685,nazli,saskin
-474.04044,84.73301,20.895758,0.37588897,-17.529102,-2.702465,-3.533497,-2.7644978,-16.478954,-18.738106,-8.13636,-8.174134,-10.183233,-12.145063,-6.581765,-2.9383059,-4.6767035,-3.5846064,-4.1394277,0.14270547,-2.878173,-0.84519094,3.011128,1.8476244,-1.317019,-2.5933692,0.5765051,-0.6115458,0.30927536,4.5940475,1.4990542,1.1961136,-1.8132036,0.93486434,0.65172166,3.0129116,2.133688,-0.3123467,-0.67255336,-2.761489,0.26508418,0.28242454,0.24983755,0.19444805,0.17852558,0.23149925,0.264787,0.24655578,0.24012315,0.2734488,0.28182676,0.2558959,nazli,saskin
-525.1033,96.67408,32.12773,26.981623,-10.5598135,-1.2988284,0.28406125,0.017963802,-7.975784,-17.273947,-9.831254,-7.400916,-13.263021,-14.352375,-5.0320544,-4.3395414,-5.390623,-3.2363245,-5.494569,-4.7398734,-6.2710724,-4.305931,-3.1876822,-5.15866,1.0442226,2.8977377,3.7903368,6.350618,5.2455635,5.7124486,3.2102845,1.1698596,-0.6812079,1.7111223,-0.09939002,-1.9609075,0.32012656,0.6225239,0.92107254,-0.12115793,0.35403398,0.46999368,0.44716418,0.39314964,0.3123419,0.23288932,0.17355902,0.192623,0.23415631,0.26498535,0.26059082,0.2762087,nazli,saskin
-479.24118,76.556015,23.020239,32.477875,4.284382,-14.7360115,-14.20002,2.3081982,-10.745166,-18.89901,-6.6825194,-15.584813,-13.911441,-8.638691,-11.170399,-6.6247168,0.094997294,0.3076924,-1.1628155,4.579431,1.0611324,-0.1852711,0.4003008,-0.92632055,-1.6034845,-2.8710427,0.90427274,3.416057,0.96213853,1.2832271,2.7555597,5.5069575,3.4898045,1.5474514,-0.9677127,-0.8360685,-1.7884455,0.09670843,-0.54080105,0.34447974,0.42950988,0.39771912,0.3025795,0.25494424,0.2666379,0.26862064,0.253667,0.2978252,0.33237025,0.30507332,0.2645634,0.3468419,nazli,saskin
-454.11337,81.96498,21.861734,6.500845,-19.127903,-9.428454,4.495668,4.9663835,-21.397749,-11.631516,0.82724696,-10.341494,-8.607995,-14.145138,-9.551009,-1.374301,-4.217362,-0.6640655,-1.111639,6.1561184,1.6019263,1.7666786,5.31712,5.5490847,1.6384324,1.4759988,-1.3469039,-3.40373,-1.4918609,0.8243603,2.3035178,3.3472917,-4.243757,3.257381,-4.0884137,-3.157396,-2.7491019,-0.3185892,-1.0964943,-1.8981427,0.35930106,0.44386154,0.3850504,0.35790744,0.3766698,0.42200947,0.39394495,0.40617362,0.37302795,0.31185138,0.2783632,0.28131297,nazli,saskin
-418.15063,61.772327,0.005133797,20.233488,4.896657,2.4316325,-34.624138,-18.30076,-6.785221,-3.765887,-5.991023,-12.512537,-6.455377,-3.4776669,-15.95366,-3.6141682,-7.992992,-12.190425,-3.1596358,5.677592,-10.093697,5.383032,6.9442153,3.9983113,5.262088,10.592348,2.822805,1.0003749,-0.6329892,1.712418,0.2724187,2.5931263,-1.3921825,0.18711285,-4.724859,-4.518268,-0.7444233,0.9139627,-0.43469208,-2.1767557,0.2783892,0.3478937,0.3636712,0.3543017,0.41288853,0.47900522,0.44296575,0.3624804,0.35404852,0.359243,0.2963193,0.2588616,nazli,sinirli
-448.82147,113.85558,21.720924,17.563992,-5.6010275,-11.608809,-23.495663,-4.1552258,-4.2689548,-11.171589,-5.9859133,-10.6984625,-2.5562792,-9.812297,-14.5141945,-9.282562,-9.9672985,-8.093957,-6.9725475,-3.6987271,-11.852973,0.898815,5.951702,7.050004,7.3508587,3.408292,3.23551,2.188362,6.1057544,7.1162353,3.1797166,3.573822,-3.3565137,0.31205437,-2.788053,-2.8430617,0.9535625,-2.6534493,-3.1944165,-3.346874,0.2799501,0.3741298,0.41376638,0.4236621,0.42184165,0.41871575,0.40217754,0.28631,0.22971341,0.1889497,0.17919904,0.2182311,nazli,sinirli
-488.4535,97.95796,18.895002,14.834583,-1.6724653,2.7903967,-6.689387,-9.557316,-14.369751,2.6686327,5.6476645,-8.305364,-1.8678297,-7.8460107,-10.731611,-3.0015326,-6.729078,-9.303252,-5.669231,-2.910293,-7.640044,-5.006137,-4.4836764,-4.3437657,-0.7659701,4.421784,6.627254,10.174091,5.558485,3.386211,1.0479747,1.6881309,-1.0784866,1.3411262,1.565131,1.9467366,0.37443188,0.5183202,-2.2398038,-0.78926456,0.40406546,0.44532725,0.5217364,0.4970106,0.40211087,0.31258327,0.28318155,0.28868845,0.38241678,0.44567436,0.413801,0.4023821,nazli,sinirli
-471.87354,110.995766,16.500656,26.76071,-0.7061023,-14.535909,-20.180258,-5.077177,-13.472084,-4.635489,0.5958631,-14.30575,-3.6048822,-9.365808,-16.042408,-4.7821574,-10.916339,-10.125365,-4.7029214,-5.4671235,-9.776332,-1.6712679,-1.7839402,1.2312328,2.0694833,-0.44459304,2.6020665,5.7827415,6.9463825,7.4140286,5.7648993,3.301209,-2.5611346,1.155629,0.42772734,0.9038549,0.44546247,0.2153913,-2.087064,-2.7597928,0.41129827,0.45970103,0.47127986,0.40570223,0.32951897,0.26855788,0.27644676,0.25083897,0.23223048,0.29622203,0.34356365,0.36751577,nazli,sinirli
-418.49362,87.27091,15.76738,17.436953,-2.8903284,-10.875363,-23.05487,-5.6043305,-11.073096,-7.2492976,-2.85725,-12.131964,-8.641882,-8.839812,-9.039801,-6.240035,-11.565686,-8.403473,-5.985686,-3.5246987,-6.0296626,-2.722049,-1.61214,4.4437222,0.2870869,3.7584038,8.726151,9.620321,7.3470936,8.639743,5.44208,1.386343,-1.9569844,0.671497,-2.2357824,-0.054877654,-0.81768763,-2.6440296,-2.2597437,-1.2437472,0.34034666,0.47659433,0.56118953,0.52631074,0.3905932,0.32010737,0.28052887,0.21944536,0.17703256,0.1979311,0.19033629,0.19606191,nazli,sinirli
-515.4475,110.8071,26.50643,28.740253,9.834311,0.35422745,-17.57659,-5.8746276,-7.807223,-2.124818,-0.3234357,-14.787249,-6.7683244,-11.583073,-11.587742,1.7419,-4.168111,-8.567305,-9.97476,-4.923854,-11.63254,-4.384582,1.3039197,-6.5226207,-3.7924654,-1.5826772,-2.317299,-0.021928553,2.5840278,3.5818448,1.679471,1.8698232,4.506669,6.096442,2.336742,3.9880724,2.522043,1.3616039,0.2753373,2.0181754,0.5310661,0.44690475,0.3930921,0.38146898,0.38596222,0.30223075,0.24168982,0.24659428,0.30675408,0.38600567,0.4587515,0.48688886,nazli,uzgun
-535.41486,95.57129,23.107557,36.95498,9.727053,7.702557,-10.918583,-10.293769,-12.888533,5.321328,6.346023,-20.068123,-7.3187876,-3.4671683,-10.782441,0.5452599,-4.6338243,-12.940168,-7.1485786,-3.878411,-7.3161817,-3.8008385,-4.2962475,-5.172925,-2.2917347,-2.4015045,-2.5343328,0.7835322,-0.80065876,0.6684194,3.574385,4.570538,6.0069404,8.763383,6.9681473,2.1465976,0.5287561,2.5171294,0.71921575,-0.18341203,0.54817873,0.4258427,0.39005005,0.37530386,0.3459294,0.31654114,0.2970443,0.33638433,0.36571893,0.4215363,0.56900275,0.6254475,nazli,uzgun
-548.10114,119.63759,38.248234,40.65835,2.9459727,-4.9218087,-11.782028,-6.2917004,-5.2432685,1.2975829,-0.9252646,-17.898523,-6.8378134,-6.6819577,-11.401235,1.1513836,-6.200376,-12.382907,-3.2670023,-4.2221246,-7.735104,-4.421837,-7.7796993,-6.548231,-3.6021457,-4.1955376,-4.6335187,-1.8270823,-0.4507876,-1.2991021,1.7231477,3.8096402,1.732791,5.3073854,5.745086,2.982816,3.9599345,4.32615,1.6118046,1.5100456,0.53534603,0.42164752,0.35162264,0.29771137,0.2547091,0.24932745,0.2646389,0.29170418,0.33470976,0.43241385,0.49404952,0.55560064,nazli,uzgun
-510.16238,125.35904,31.462086,40.289764,-4.9695706,-19.798798,-5.320523,5.280899,-16.36053,-5.4846745,8.184337,-14.638987,-11.086338,-6.7890496,-9.981605,-0.18858707,-9.4700165,-13.848696,-2.592005,-3.7490964,-10.864873,-7.375589,-5.3078356,-4.5971527,-9.619622,-3.71246,-1.8092872,-1.098731,-1.1622173,1.6164311,6.958973,4.5744896,6.4835825,8.230325,5.261435,4.4055767,1.7524341,3.783288,0.74642324,0.8061234,0.62388813,0.51461774,0.40896058,0.29780006,0.22098559,0.2045603,0.2291353,0.21005398,0.24282591,0.350681,0.43040887,0.5586147,nazli,uzgun
-548.5385,107.968834,31.735981,43.441914,8.306113,-0.03229348,-10.2067995,-12.703152,-18.705776,7.6913853,10.633436,-18.55317,-4.2002015,-7.963637,-13.749556,0.98603666,-10.4914875,-13.4318075,-0.89075863,-2.910174,-11.722828,-3.335729,-4.035155,-4.0287504,-4.4706492,-5.637813,-3.4668143,-0.3764395,-1.4148195,3.0920866,5.482198,6.066616,5.343672,9.791819,6.197363,2.1234314,3.8038406,3.666118,0.7015072,0.5770205,0.5904505,0.47954577,0.34531602,0.27905673,0.2647479,0.25238353,0.23040023,0.26874357,0.36949262,0.4230755,0.5499259,0.6346175,nazli,uzgun
